SUMLEV,GEOCODE,GEOID,NAME,BASENAME,FILEID,STUSAB,CHARITER,CIFSN,LOGRECNO,TOTAL_POP,POP_ONE_RACE,POP_WHITE,POP_BLACK,POP_NATIVE,POP_ASIAN,POP_PACIFIC,POP_OTHER_RACE,POP_TWO_MORE_RACES,POP_TWO_RACES,POP_WHITE_BLACK,POP_WHITE_NATIVE,POP_WHITE_ASIAN,POP_WHITE_PACIFIC,POP_WHITE_OTHER,POP_BLACK_NATIVE,POP_BLACK_ASIAN,POP_BLACK_PACIFIC,POP_BLACK_OTHER,POP_NATIVE_ASIAN,POP_NATIVE_PACIFIC,POP_NATIVE_OTHER,POP_ASIAN_PACIFIC,POP_ASIAN_OTHER,POP_PACIFIC_OTHER,POP_THREE_RACES
700,2403708-009,7000000US2403708-009,ST MARY'S PRECINCT 08-009,ST MARY'S PRECINCT 08-009,PLST,MD,0,1,26105,6432,5718,2256,2612,43,243,5,559,714,626,171,74,75,4,228,23,13,0,30,3,0,1,0,2,2,74
700,2403708-010,7000000US2403708-010,ST MARY'S PRECINCT 08-010,ST MARY'S PRECINCT 08-010,PLST,MD,0,1,26106,1543,1393,796,490,5,54,0,48,150,132,53,12,18,2,32,2,7,0,5,0,0,0,0,1,0,11
700,2403708-011,7000000US2403708-011,ST MARY'S PRECINCT 08-011,ST MARY'S PRECINCT 08-011,PLST,MD,0,1,26107,4018,3547,2402,846,7,150,5,137,471,415,98,57,73,5,137,21,3,4,14,1,0,1,1,0,0,47
700,2403708-012,7000000US2403708-012,ST MARY'S PRECINCT 08-012,ST MARY'S PRECINCT 08-012,PLST,MD,0,1,26108,656,617,570,23,1,13,0,10,39,36,8,8,6,0,14,0,0,0,0,0,0,0,0,0,0,3
700,2403709-001,7000000US2403709-001,ST MARY'S PRECINCT 09-001,ST MARY'S PRECINCT 09-001,PLST,MD,0,1,26109,265,259,225,23,1,7,0,3,6,6,0,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0
700,24037ZZZZZZ,7000000US24037ZZZZZZ,Voting Districts Not Defined,Voting Districts Not Defined,PLST,MD,0,1,26110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2403901-001,7000000US2403901-001,SOMERSET PRECINCT 01-001,SOMERSET PRECINCT 01-001,PLST,MD,0,1,26111,1246,1186,611,524,9,12,0,30,60,50,17,9,4,2,8,7,0,0,3,0,0,0,0,0,0,8
700,2403901-002,7000000US2403901-002,SOMERSET PRECINCT 01-002,SOMERSET PRECINCT 01-002,PLST,MD,0,1,26112,2691,2572,1299,1154,6,24,0,89,119,111,45,39,4,0,14,0,2,0,7,0,0,0,0,0,0,6
700,2403901-003,7000000US2403901-003,SOMERSET PRECINCT 01-003,SOMERSET PRECINCT 01-003,PLST,MD,0,1,26113,934,891,264,586,6,19,0,16,43,31,11,2,7,1,3,6,0,0,1,0,0,0,0,0,0,11
700,2403902-001,7000000US2403902-001,SOMERSET PRECINCT 02-001,SOMERSET PRECINCT 02-001,PLST,MD,0,1,26114,487,467,386,63,2,3,0,13,20,16,3,12,0,0,1,0,0,0,0,0,0,0,0,0,0,3
700,2403903-001,7000000US2403903-001,SOMERSET PRECINCT 03-001,SOMERSET PRECINCT 03-001,PLST,MD,0,1,26115,1417,1346,1039,202,7,18,0,80,71,68,17,34,4,0,12,0,0,0,0,1,0,0,0,0,0,3
700,2403904-001,7000000US2403904-001,SOMERSET PRECINCT 04-001,SOMERSET PRECINCT 04-001,PLST,MD,0,1,26116,1051,998,770,157,7,37,0,27,53,50,18,24,2,0,3,0,0,0,2,0,1,0,0,0,0,1
700,2403905-001,7000000US2403905-001,SOMERSET PRECINCT 05-001,SOMERSET PRECINCT 05-001,PLST,MD,0,1,26117,875,842,705,127,1,9,0,0,33,31,1,11,7,0,6,1,0,0,5,0,0,0,0,0,0,1
700,2403906-001,7000000US2403906-001,SOMERSET PRECINCT 06-001,SOMERSET PRECINCT 06-001,PLST,MD,0,1,26118,553,529,432,81,2,3,0,11,24,23,8,10,1,0,1,0,0,0,3,0,0,0,0,0,0,1
700,2403907-001,7000000US2403907-001,SOMERSET PRECINCT 07-001,SOMERSET PRECINCT 07-001,PLST,MD,0,1,26119,2521,2391,1470,804,10,30,0,77,130,122,62,31,9,0,10,1,1,0,5,0,2,1,0,0,0,8
700,2403908-001,7000000US2403908-001,SOMERSET PRECINCT 08-001,SOMERSET PRECINCT 08-001,PLST,MD,0,1,26120,1697,1633,1416,146,11,10,0,50,64,59,20,21,3,0,14,0,0,0,1,0,0,0,0,0,0,3
700,2403908-002,7000000US2403908-002,SOMERSET PRECINCT 08-002,SOMERSET PRECINCT 08-002,PLST,MD,0,1,26121,585,549,475,43,5,6,0,20,36,31,10,10,1,0,8,1,0,0,0,0,1,0,0,0,0,3
700,2403909-001,7000000US2403909-001,SOMERSET PRECINCT 09-001,SOMERSET PRECINCT 09-001,PLST,MD,0,1,26122,330,308,277,29,0,1,0,1,22,21,1,16,0,1,3,0,0,0,0,0,0,0,0,0,0,1
700,2403910-001,7000000US2403910-001,SOMERSET PRECINCT 10-001,SOMERSET PRECINCT 10-001,PLST,MD,0,1,26123,166,162,158,1,1,1,0,1,4,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
700,2403910-002,7000000US2403910-002,SOMERSET PRECINCT 10-002,SOMERSET PRECINCT 10-002,PLST,MD,0,1,26124,36,35,35,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2403911-001,7000000US2403911-001,SOMERSET PRECINCT 11-001,SOMERSET PRECINCT 11-001,PLST,MD,0,1,26125,142,132,123,8,1,0,0,0,10,8,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,1
700,2403912-001,7000000US2403912-001,SOMERSET PRECINCT 12-001,SOMERSET PRECINCT 12-001,PLST,MD,0,1,26126,769,731,655,56,5,6,0,9,38,38,14,18,2,0,3,0,0,0,1,0,0,0,0,0,0,0
700,2403913-001,7000000US2403913-001,SOMERSET PRECINCT 13-001,SOMERSET PRECINCT 13-001,PLST,MD,0,1,26127,178,172,149,21,0,0,0,2,6,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
700,2403913-002,7000000US2403913-002,SOMERSET PRECINCT 13-002,SOMERSET PRECINCT 13-002,PLST,MD,0,1,26128,3670,3651,1125,2371,28,2,1,124,19,18,3,8,0,2,3,0,0,0,2,0,0,0,0,0,0,1
700,2403913-003,7000000US2403913-003,SOMERSET PRECINCT 13-003,SOMERSET PRECINCT 13-003,PLST,MD,0,1,26129,276,270,189,67,3,4,0,7,6,6,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0
700,2403914-001,7000000US2403914-001,SOMERSET PRECINCT 14-001,SOMERSET PRECINCT 14-001,PLST,MD,0,1,26130,375,355,341,13,1,0,0,0,20,18,3,12,1,0,1,0,0,0,0,0,1,0,0,0,0,2
700,2403915-001,7000000US2403915-001,SOMERSET PRECINCT 15-001,SOMERSET PRECINCT 15-001,PLST,MD,0,1,26131,2378,2274,621,1537,4,33,0,79,104,91,36,14,4,0,22,12,0,0,2,1,0,0,0,0,0,13
700,2403915-002,7000000US2403915-002,SOMERSET PRECINCT 15-002,SOMERSET PRECINCT 15-002,PLST,MD,0,1,26132,2093,1994,443,1473,6,34,0,38,99,89,33,20,2,0,14,9,1,0,9,0,0,0,0,1,0,8
700,2403915-003,7000000US2403915-003,SOMERSET PRECINCT 15-003,SOMERSET PRECINCT 15-003,PLST,MD,0,1,26133,150,138,93,42,0,2,0,1,12,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,24039ZZZZZZ,7000000US24039ZZZZZZ,Voting Districts Not Defined,Voting Districts Not Defined,PLST,MD,0,1,26134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2404101-001,7000000US2404101-001,TALBOT PRECINCT 01-001,TALBOT PRECINCT 01-001,PLST,MD,0,1,26135,6019,5679,4401,899,16,92,1,270,340,320,66,34,30,0,167,14,0,0,3,0,0,2,1,0,3,13
700,2404101-002,7000000US2404101-002,TALBOT PRECINCT 01-002,TALBOT PRECINCT 01-002,PLST,MD,0,1,26136,7441,6823,5196,776,40,135,4,672,618,584,106,60,44,2,329,3,0,1,26,0,0,9,1,2,1,22
700,2404101-003,7000000US2404101-003,TALBOT PRECINCT 01-003,TALBOT PRECINCT 01-003,PLST,MD,0,1,26137,4680,4345,2742,930,39,152,5,477,335,320,74,25,18,3,180,8,0,0,7,0,0,4,0,1,0,12
700,2404101-005,7000000US2404101-005,TALBOT PRECINCT 01-005,TALBOT PRECINCT 01-005,PLST,MD,0,1,26138,4050,3812,3209,335,24,63,0,181,238,225,27,52,19,2,110,5,0,0,6,0,0,3,1,0,0,9
700,2404102-001,7000000US2404102-001,TALBOT PRECINCT 02-001,TALBOT PRECINCT 02-001,PLST,MD,0,1,26139,2924,2797,2435,283,6,22,0,51,127,118,22,28,9,0,44,12,0,0,1,1,0,1,0,0,0,8
700,2404102-002,7000000US2404102-002,TALBOT PRECINCT 02-002,TALBOT PRECINCT 02-002,PLST,MD,0,1,26140,716,698,677,13,0,0,0,8,18,16,3,8,1,0,4,0,0,0,0,0,0,0,0,0,0,0
700,2404102-003,7000000US2404102-003,TALBOT PRECINCT 02-003,TALBOT PRECINCT 02-003,PLST,MD,0,1,26141,1510,1446,1265,131,0,9,2,39,64,56,10,10,0,0,34,0,0,0,2,0,0,0,0,0,0,1
700,2404103-001,7000000US2404103-001,TALBOT PRECINCT 03-001,TALBOT PRECINCT 03-001,PLST,MD,0,1,26142,3160,2988,2323,522,10,33,0,100,172,167,24,27,21,1,92,1,0,0,0,0,0,0,0,1,0,0
700,2404103-003,7000000US2404103-003,TALBOT PRECINCT 03-003,TALBOT PRECINCT 03-003,PLST,MD,0,1,26143,1102,1072,1013,33,0,8,0,18,30,30,2,9,0,0,18,0,0,0,1,0,0,0,0,0,0,0
700,2404104-001,7000000US2404104-001,TALBOT PRECINCT 04-001,TALBOT PRECINCT 04-001,PLST,MD,0,1,26144,4075,3864,3503,257,8,15,0,81,211,192,21,80,9,3,64,2,0,3,1,2,0,5,1,0,1,17
700,2404105-001,7000000US2404105-001,TALBOT PRECINCT 05-001,TALBOT PRECINCT 05-001,PLST,MD,0,1,26145,927,881,806,62,0,6,0,7,46,40,7,17,5,0,9,1,0,0,0,1,0,0,0,0,0,1
700,2404105-002,7000000US2404105-002,TALBOT PRECINCT 05-002,TALBOT PRECINCT 05-002,PLST,MD,0,1,26146,921,881,865,8,3,3,0,2,40,33,9,9,0,0,15,0,0,0,0,0,0,0,0,0,0,3
700,24041ZZZZZZ,7000000US24041ZZZZZZ,Voting Districts Not Defined,Voting Districts Not Defined,PLST,MD,0,1,26147,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700,2404301-001,7000000US2404301-001,WASHINGTON PRECINCT 01-001,WASHINGTON PRECINCT 01-001,PLST,MD,0,1,26148,3109,2955,2912,16,4,12,2,9,154,148,12,48,10,1,71,0,1,3,2,0,0,0,0,0,0,6
700,2404302-001,7000000US2404302-001,WASHINGTON PRECINCT 02-001,WASHINGTON PRECINCT 02-001,PLST,MD,0,1,26149,5091,4813,4320,257,10,149,2,75,278,260,82,86,20,0,62,0,1,0,6,0,0,3,0,0,0,17
700,2404303-001,7000000US2404303-001,WASHINGTON PRECINCT 03-001,WASHINGTON PRECINCT 03-001,PLST,MD,0,1,26150,1357,1263,952,240,6,7,0,58,94,86,35,22,13,0,9,4,0,0,3,0,0,0,0,0,0,6
700,2404303-002,7000000US2404303-002,WASHINGTON PRECINCT 03-002,WASHINGTON PRECINCT 03-002,PLST,MD,0,1,26151,1988,1756,1337,330,6,16,1,66,232,214,91,41,5,0,58,4,0,0,13,1,0,0,0,1,0,16
700,2404303-003,7000000US2404303-003,WASHINGTON PRECINCT 03-003,WASHINGTON PRECINCT 03-003,PLST,MD,0,1,26152,2981,2591,1920,522,8,25,2,114,390,364,154,79,11,0,97,7,2,0,13,0,0,0,0,0,1,25
700,2404303-004,7000000US2404303-004,WASHINGTON PRECINCT 03-004,WASHINGTON PRECINCT 03-004,PLST,MD,0,1,26153,2784,2435,1512,696,14,30,2,181,349,326,190,45,10,0,56,1,0,0,24,0,0,0,0,0,0,22
700,2404304-001,7000000US2404304-001,WASHINGTON PRECINCT 04-001,WASHINGTON PRECINCT 04-001,PLST,MD,0,1,26154,3062,2954,2898,21,1,22,1,11,108,102,6,48,15,1,29,0,0,0,2,0,0,1,0,0,0,3
700,2404305-001,7000000US2404305-001,WASHINGTON PRECINCT 05-001,WASHINGTON PRECINCT 05-001,PLST,MD,0,1,26155,3308,3183,3123,17,11,19,4,9,125,113,24,57,11,0,17,0,3,0,0,1,0,0,0,0,0,12
700,2404306-001,7000000US2404306-001,WASHINGTON PRECINCT 06-001,WASHINGTON PRECINCT 06-001,PLST,MD,0,1,26156,2683,2522,2411,26,10,36,0,39,161,155,18,54,7,0,70,1,2,0,3,0,0,0,0,0,0,5
700,2404306-002,7000000US2404306-002,WASHINGTON PRECINCT 06-002,WASHINGTON PRECINCT 06-002,PLST,MD,0,1,26157,3799,3540,3311,121,7,44,2,55,259,253,37,85,21,1,97,2,1,0,8,0,0,1,0,0,0,4
700,2404307-001,7000000US2404307-001,WASHINGTON PRECINCT 07-001,WASHINGTON PRECINCT 07-001,PLST,MD,0,1,26158,3290,3110,3009,40,8,16,0,37,180,160,29,42,18,4,64,0,1,0,0,0,0,0,1,0,1,18
700,2404307-002,7000000US2404307-002,WASHINGTON PRECINCT 07-002,WASHINGTON PRECINCT 07-002,PLST,MD,0,1,26159,2977,2772,2551,111,21,39,0,50,205,185,35,36,25,2,82,0,0,0,3,0,0,0,0,0,2,18
700,2404308-001,7000000US2404308-001,WASHINGTON PRECINCT 08-001,WASHINGTON PRECINCT 08-001,PLST,MD,0,1,26160,2486,2332,2276,21,7,15,1,12,154,144,15,58,5,0,60,1,1,0,3,0,0,0,1,0,0,10
700,2404309-001,7000000US2404309-001,WASHINGTON PRECINCT 09-001,WASHINGTON PRECINCT 09-001,PLST,MD,0,1,26161,2901,2750,2662,31,6,14,0,37,151,134,21,59,13,0,29,0,0,0,5,0,3,1,2,0,1,15
700,2404310-001,7000000US2404310-001,WASHINGTON PRECINCT 10-001,WASHINGTON PRECINCT 10-001,PLST,MD,0,1,26162,6894,6620,3914,2250,31,94,2,329,274,254,60,41,39,0,91,4,1,0,13,1,0,2,1,0,1,20
700,2404310-002,7000000US2404310-002,WASHINGTON PRECINCT 10-002,WASHINGTON PRECINCT 10-002,PLST,MD,0,1,26163,4927,4509,3235,736,5,292,11,230,418,396,106,68,36,0,149,5,3,0,15,1,0,4,2,0,7,21
700,2404310-003,7000000US2404310-003,WASHINGTON PRECINCT 10-003,WASHINGTON PRECINCT 10-003,PLST,MD,0,1,26164,2029,1816,1458,191,9,88,1,69,213,201,53,37,7,0,94,1,1,0,5,0,0,3,0,0,0,12
700,2404310-004,7000000US2404310-004,WASHINGTON PRECINCT 10-004,WASHINGTON PRECINCT 10-004,PLST,MD,0,1,26165,1036,1004,917,52,0,13,0,22,32,25,10,2,2,0,8,2,0,0,0,0,0,1,0,0,0,5
700,2404310-005,7000000US2404310-005,WASHINGTON PRECINCT 10-005,WASHINGTON PRECINCT 10-005,PLST,MD,0,1,26166,74,60,39,9,0,7,0,5,14,14,0,0,4,0,9,1,0,0,0,0,0,0,0,0,0,0
700,2404311-001,7000000US2404311-001,WASHINGTON PRECINCT 11-001,WASHINGTON PRECINCT 11-001,PLST,MD,0,1,26167,1110,1044,999,35,1,9,0,0,66,64,2,13,3,0,46,0,0,0,0,0,0,0,0,0,0,2
700,2404311-002,7000000US2404311-002,WASHINGTON PRECINCT 11-002,WASHINGTON PRECINCT 11-002,PLST,MD,0,1,26168,657,613,594,4,4,1,0,10,44,44,5,20,4,0,13,1,0,0,1,0,0,0,0,0,0,0
700,2404312-001,7000000US2404312-001,WASHINGTON PRECINCT 12-001,WASHINGTON PRECINCT 12-001,PLST,MD,0,1,26169,5136,4965,2998,1736,15,30,6,180,171,149,20,51,15,1,47,5,1,0,7,0,1,1,0,0,0,22
700,2404313-001,7000000US2404313-001,WASHINGTON PRECINCT 13-001,WASHINGTON PRECINCT 13-001,PLST,MD,0,1,26170,3816,3652,3501,75,8,28,2,38,164,154,40,58,8,3,38,3,0,0,1,0,0,0,1,0,2,7
700,2404313-002,7000000US2404313-002,WASHINGTON PRECINCT 13-002,WASHINGTON PRECINCT 13-002,PLST,MD,0,1,26171,2613,2418,1983,284,14,81,0,56,195,187,53,22,9,2,84,0,0,0,7,0,0,0,10,0,0,5
700,2404314-001,7000000US2404314-001,WASHINGTON PRECINCT 14-001,WASHINGTON PRECINCT 14-001,PLST,MD,0,1,26172,1171,1119,1091,10,2,7,1,8,52,46,5,11,13,0,17,0,0,0,0,0,0,0,0,0,0,6
700,2404314-002,7000000US2404314-002,WASHINGTON PRECINCT 14-002,WASHINGTON PRECINCT 14-002,PLST,MD,0,1,26173,1265,1208,1158,22,3,12,2,11,57,47,11,19,1,0,15,0,0,0,0,0,0,1,0,0,0,10
700,2404315-001,7000000US2404315-001,WASHINGTON PRECINCT 15-001,WASHINGTON PRECINCT 15-001,PLST,MD,0,1,26174,2058,1971,1924,16,3,6,1,21,87,82,10,45,11,0,14,2,0,0,0,0,0,0,0,0,0,3
700,2404316-001,7000000US2404316-001,WASHINGTON PRECINCT 16-001,WASHINGTON PRECINCT 16-001,PLST,MD,0,1,26175,3796,3583,3309,84,11,137,0,42,213,206,36,52,40,0,76,0,0,0,1,0,0,0,1,0,0,5
700,2404317-001,7000000US2404317-001,WASHINGTON PRECINCT 17-001,WASHINGTON PRECINCT 17-001,PLST,MD,0,1,26176,7602,6829,5023,1269,27,167,1,342,773,715,307,95,39,3,208,12,1,3,37,0,2,7,0,0,1,55
700,2404318-001,7000000US2404318-001,WASHINGTON PRECINCT 18-001,WASHINGTON PRECINCT 18-001,PLST,MD,0,1,26177,2881,2665,2525,64,6,44,2,24,216,194,45,31,35,2,66,3,0,0,9,1,0,0,1,0,1,20
700,2404318-002,7000000US2404318-002,WASHINGTON PRECINCT 18-002,WASHINGTON PRECINCT 18-002,PLST,MD,0,1,26178,3275,3027,2682,187,5,49,4,100,248,231,68,49,10,2,83,3,0,3,9,0,0,4,0,0,0,14
700,2404318-003,7000000US2404318-003,WASHINGTON PRECINCT 18-003,WASHINGTON PRECINCT 18-003,PLST,MD,0,1,26179,4574,4177,2932,819,2,281,5,138,397,363,121,61,28,0,130,11,2,0,9,0,0,0,1,0,0,30
700,2404318-004,7000000US2404318-004,WASHINGTON PRECINCT 18-004,WASHINGTON PRECINCT 18-004,PLST,MD,0,1,26180,916,832,452,240,1,86,0,53,84,82,36,10,16,1,16,1,0,0,2,0,0,0,0,0,0,2
700,2404319-001,7000000US2404319-001,WASHINGTON PRECINCT 19-001,WASHINGTON PRECINCT 19-001,PLST,MD,0,1,26181,2568,2438,2368,35,6,12,1,16,130,121,15,42,15,2,42,0,2,0,2,0,0,1,0,0,0,9
700,2404320-001,7000000US2404320-001,WASHINGTON PRECINCT 20-001,WASHINGTON PRECINCT 20-001,PLST,MD,0,1,26182,2112,2039,2001,11,3,10,3,11,73,69,12,24,9,1,21,1,0,0,0,0,0,1,0,0,0,4
700,2404321-001,7000000US2404321-001,WASHINGTON PRECINCT 21-001,WASHINGTON PRECINCT 21-001,PLST,MD,0,1,26183,4012,3628,2619,759,9,91,5,145,384,347,131,28,34,7,108,6,3,0,27,0,0,2,0,1,0,34
700,2404321-002,7000000US2404321-002,WASHINGTON PRECINCT 21-002,WASHINGTON PRECINCT 21-002,PLST,MD,0,1,26184,3069,2828,2233,392,6,89,0,108,241,227,66,44,21,3,66,8,3,0,6,1,0,7,1,1,0,12
700,2404321-003,7000000US2404321-003,WASHINGTON PRECINCT 21-003,WASHINGTON PRECINCT 21-003,PLST,MD,0,1,26185,1679,1493,1228,172,4,26,4,59,186,171,65,25,14,0,48,8,3,0,6,0,1,1,0,0,0,14
700,2404322-001,7000000US2404322-001,WASHINGTON PRECINCT 22-001,WASHINGTON PRECINCT 22-001,PLST,MD,0,1,26186,3889,3445,2305,836,22,41,3,238,444,390,209,69,16,0,69,10,4,0,8,1,0,4,0,0,0,52
700,2404322-002,7000000US2404322-002,WASHINGTON PRECINCT 22-002,WASHINGTON PRECINCT 22-002,PLST,MD,0,1,26187,3602,3239,2132,778,16,135,4,174,363,326,144,36,21,0,84,10,4,0,20,1,0,3,2,1,0,37
700,2404323-001,7000000US2404323-001,WASHINGTON PRECINCT 23-001,WASHINGTON PRECINCT 23-001,PLST,MD,0,1,26188,5187,4912,4673,103,19,18,2,97,275,258,60,79,15,1,86,2,4,1,7,0,1,1,0,0,1,17
700,2404324-001,7000000US2404324-001,WASHINGTON PRECINCT 24-001,WASHINGTON PRECINCT 24-001,PLST,MD,0,1,26189,1130,1055,861,157,1,12,3,21,75,68,20,20,2,0,21,0,0,0,2,0,1,2,0,0,0,7
700,2404325-001,7000000US2404325-001,WASHINGTON PRECINCT 25-001,WASHINGTON PRECINCT 25-001,PLST,MD,0,1,26190,1592,1361,567,707,7,6,2,72,231,219,101,38,13,0,52,5,1,0,6,0,0,3,0,0,0,10
700,2404325-002,7000000US2404325-002,WASHINGTON PRECINCT 25-002,WASHINGTON PRECINCT 25-002,PLST,MD,0,1,26191,5286,4752,3282,1079,25,140,1,225,534,500,262,61,17,3,106,8,1,1,27,0,0,8,2,2,2,27
700,2404325-004,7000000US2404325-004,WASHINGTON PRECINCT 25-004,WASHINGTON PRECINCT 25-004,PLST,MD,0,1,26192,3694,3277,2079,869,10,146,2,171,417,389,132,64,38,0,123,4,5,0,16,0,0,6,0,0,1,26
700,2404326-001,7000000US2404326-001,WASHINGTON PRECINCT 26-001,WASHINGTON PRECINCT 26-001,PLST,MD,0,1,26193,4026,3710,3007,267,7,63,0,366,316,304,69,60,24,0,147,0,2,0,2,0,0,0,0,0,0,12
700,2404326-002,7000000US2404326-002,WASHINGTON PRECINCT 26-002,WASHINGTON PRECINCT 26-002,PLST,MD,0,1,26194,2805,2623,2278,128,19,68,1,129,182,179,53,48,12,1,51,0,1,0,12,0,0,1,0,0,0,3
700,2404326-003,7000000US2404326-003,WASHINGTON PRECINCT 26-003,WASHINGTON PRECINCT 26-003,PLST,MD,0,1,26195,1491,1378,1239,58,3,44,2,32,113,111,37,18,10,1,34,0,0,1,8,0,0,2,0,0,0,2
700,2404326-004,7000000US2404326-004,WASHINGTON PRECINCT 26-004,WASHINGTON PRECINCT 26-004,PLST,MD,0,1,26196,3179,3034,2784,136,9,46,0,59,145,136,45,46,9,0,28,2,1,0,4,0,0,1,0,0,0,8
700,2404327-001,7000000US2404327-001,WASHINGTON PRECINCT 27-001,WASHINGTON PRECINCT 27-001,PLST,MD,0,1,26197,3096,2866,2572,139,16,101,0,38,230,202,48,24,34,1,74,7,1,0,5,0,0,5,0,3,0,25
700,2404327-002,7000000US2404327-002,WASHINGTON PRECINCT 27-002,WASHINGTON PRECINCT 27-002,PLST,MD,0,1,26198,4642,4258,3309,533,17,185,1,213,384,337,82,48,36,1,150,3,1,0,12,0,0,4,0,0,0,43
700,2404501-001,7000000US2404501-001,WICOMICO COUNTY PRECINCT 01-001,WICOMICO COUNTY PRECINCT 01-001,PLST,MD,0,1,26199,106,99,88,4,1,1,0,5,7,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
700,2404501-002,7000000US2404501-002,WICOMICO COUNTY PRECINCT 01-002,WICOMICO COUNTY PRECINCT 01-002,PLST,MD,0,1,26200,1324,1270,1075,155,1,24,0,15,54,53,27,11,2,0,11,0,0,0,1,0,0,0,1,0,0,1
700,2404501-003,7000000US2404501-003,WICOMICO COUNTY PRECINCT 01-003,WICOMICO COUNTY PRECINCT 01-003,PLST,MD,0,1,26201,1212,1138,1059,66,1,7,1,4,74,69,22,24,4,0,15,0,2,0,0,0,0,1,1,0,0,4
700,2404502-001,7000000US2404502-001,WICOMICO COUNTY PRECINCT 02-001,WICOMICO COUNTY PRECINCT 02-001,PLST,MD,0,1,26202,2394,2239,1886,264,8,31,0,50,155,141,33,38,13,0,43,4,0,0,6,0,0,4,0,0,0,13
700,2404504-001,7000000US2404504-001,WICOMICO COUNTY PRECINCT 04-001,WICOMICO COUNTY PRECINCT 04-001,PLST,MD,0,1,26203,380,367,342,14,0,6,0,5,13,11,0,7,0,0,2,0,0,0,1,0,0,0,0,0,1,2
700,2404504-002,7000000US2404504-002,WICOMICO COUNTY PRECINCT 04-002,WICOMICO COUNTY PRECINCT 04-002,PLST,MD,0,1,26204,858,803,719,44,1,20,0,19,55,53,25,11,4,0,12,1,0,0,0,0,0,0,0,0,0,2
700,2404504-003,7000000US2404504-003,WICOMICO COUNTY PRECINCT 04-003,WICOMICO COUNTY PRECINCT 04-003,PLST,MD,0,1,26205,2491,2345,2093,139,7,38,1,67,146,137,35,55,5,0,42,0,0,0,0,0,0,0,0,0,0,9
700,2404505-001,7000000US2404505-001,WICOMICO COUNTY PRECINCT 05-001,WICOMICO COUNTY PRECINCT 05-001,PLST,MD,0,1,26206,5407,4950,1377,3085,37,45,2,404,457,437,141,52,7,1,142,21,16,9,45,0,0,0,2,1,0,18
700,2404505-002,7000000US2404505-002,WICOMICO COUNTY PRECINCT 05-002,WICOMICO COUNTY PRECINCT 05-002,PLST,MD,0,1,26207,1333,1225,697,438,13,24,0,53,108,101,44,16,8,0,26,3,0,0,4,0,0,0,0,0,0,7
700,2404505-003,7000000US2404505-003,WICOMICO COUNTY PRECINCT 05-003,WICOMICO COUNTY PRECINCT 05-003,PLST,MD,0,1,26208,2934,2720,1703,811,11,98,1,96,214,212,65,25,16,6,73,5,12,0,7,0,0,1,0,2,0,2
700,2404505-004,7000000US2404505-004,WICOMICO COUNTY PRECINCT 05-004,WICOMICO COUNTY PRECINCT 05-004,PLST,MD,0,1,26209,4259,3972,2523,1124,6,141,5,173,287,263,59,55,40,0,88,3,5,0,11,0,0,1,0,0,1,24
700,2404505-005,7000000US2404505-005,WICOMICO COUNTY PRECINCT 05-005,WICOMICO COUNTY PRECINCT 05-005,PLST,MD,0,1,26210,5746,5360,3597,1030,36,285,2,410,386,358,81,60,21,0,162,8,0,0,20,0,0,1,3,2,0,28
700,2404505-006,7000000US2404505-006,WICOMICO COUNTY PRECINCT 05-006,WICOMICO COUNTY PRECINCT 05-006,PLST,MD,0,1,26211,2296,2157,1473,475,11,120,2,76,139,136,42,24,14,0,38,4,8,0,6,0,0,0,0,0,0,2
700,2404505-007,7000000US2404505-007,WICOMICO COUNTY PRECINCT 05-007,WICOMICO COUNTY PRECINCT 05-007,PLST,MD,0,1,26212,1762,1639,1447,125,3,32,1,31,123,113,23,35,18,0,21,1,1,0,4,0,0,0,9,0,1,10
700,2404505-008,7000000US2404505-008,WICOMICO COUNTY PRECINCT 05-008,WICOMICO COUNTY PRECINCT 05-008,PLST,MD,0,1,26213,1615,1549,1273,181,4,28,2,61,66,61,17,17,5,1,19,0,0,0,2,0,0,0,0,0,0,5
700,2404505-009,7000000US2404505-009,WICOMICO COUNTY PRECINCT 05-009,WICOMICO COUNTY PRECINCT 05-009,PLST,MD,0,1,26214,496,470,423,37,2,4,0,4,26,22,7,4,3,0,5,0,1,0,2,0,0,0,0,0,0,4
700,2404506-001,7000000US2404506-001,WICOMICO COUNTY PRECINCT 06-001,WICOMICO COUNTY PRECINCT 06-001,PLST,MD,0,1,26215,954,894,841,32,0,15,1,5,60,54,17,12,1,0,16,0,4,0,1,0,0,1,1,1,0,3
