RESIDENTIALZIP5,DEM,LIB,OIN,OTH,REP,UNA,NLM,OBAR,OFR,OGRN,OWCP,OCN,ORE,OCON,OTP,OCS,OBM,ORL,OWO,OAM,OSC,OPOP,OLIR,OID,OSD,OAI,OAL,OPAT,OCO,OWH,OCH,OAS,OAN,ONAS,OPE,OFCH,ONP,ONL,TOTAL,PCT_DEM,PCT_REP,PCT_UNA
21770,2210,32,4,42,2507,1722,5,1,0,5,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6537,33.80755698,38.3509255,26.34235888
21771,6715,156,31,151,12063,6433,24,3,0,19,19,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25616,26.21408495,47.09166146,25.11321049
21773,1149,28,7,12,2322,1145,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4670,24.60385439,49.72162741,24.51820128
21774,5196,101,13,77,4826,4146,12,0,0,15,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14394,36.09837432,33.52785883,28.8036682
21776,1123,35,14,25,2660,1099,2,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4967,22.60922086,53.55345279,22.12603181
21777,520,18,1,5,470,457,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1476,35.2303523,31.84281843,30.96205962
21778,136,2,2,4,528,188,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863,15.7589803,61.18192352,21.78447277
21779,215,3,2,5,434,187,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,25.35377358,51.17924528,22.05188679
21780,207,8,0,4,682,250,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154,17.93760832,59.09878683,21.66377816
21782,780,16,6,22,1712,736,3,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3286,23.73706634,52.09981741,22.39805234
21783,1530,59,7,57,3951,1695,6,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7316,20.91306725,54.00492072,23.16839803
21784,9354,214,59,204,14173,7940,22,3,0,34,16,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,32023,29.21025513,44.25881398,24.79467882
21787,2052,53,17,76,4618,2116,6,4,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8968,22.88135593,51.49420161,23.59500446
21788,2127,64,10,40,4708,2153,4,3,0,16,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9135,23.28407225,51.5380405,23.56869184
21790,53,1,0,1,67,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,36.30136986,45.89041096,16.43835616
21791,908,31,4,26,2258,924,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4160,21.82692308,54.27884615,22.21153846
21793,2812,66,5,46,3207,2149,7,1,0,14,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8310,33.8387485,38.59205776,25.86040915
21794,697,12,3,11,794,615,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134,32.66166823,37.20712277,28.81911903
21795,1929,64,14,54,3862,1668,6,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7607,25.35822269,50.76902853,21.92717234
21797,2151,38,16,37,3789,1885,6,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7938,27.09750567,47.7324263,23.74653565
21798,492,15,3,8,999,479,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001,24.58770615,49.92503748,23.93803098
21801,9700,105,18,194,5914,4429,25,3,0,20,17,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20427,47.48617026,28.95187742,21.68208743
21802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
21804,10833,180,40,295,8916,6203,37,3,0,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26579,40.75774107,33.54528011,23.33797359
21811,6644,115,69,167,9571,4706,20,2,0,25,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21331,31.14715672,44.86897004,22.06178801
21813,651,17,3,20,1299,498,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495,26.09218437,52.06412826,19.95991984
21814,101,1,0,3,149,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,32.37179487,47.75641026,18.58974359
21817,1119,21,6,37,1897,589,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3678,30.42414356,51.57694399,16.01413812
21821,188,4,2,2,382,128,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,708,26.55367232,53.95480226,18.07909605
21822,750,9,2,16,981,457,4,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,33.73819163,44.12955466,20.55780477
21824,53,0,0,1,49,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,44.16666667,40.83333333,14.16666667
21826,1718,23,9,44,1055,958,4,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3822,44.95028781,27.60334903,25.06541078
21829,86,3,1,3,219,85,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,21.6080402,55.02512563,21.35678392
21830,904,14,8,29,1733,714,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3408,26.5258216,50.85093897,20.95070423
21835,112,1,0,0,141,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301,37.20930233,46.84385382,15.61461794
21837,628,9,2,18,946,487,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2094,29.9904489,45.17669532,23.25692455
21838,361,9,1,5,698,209,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,28.04972805,54.23465423,16.23931624
21840,117,2,1,3,127,72,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,36.11111111,39.19753086,22.22222222
21841,230,10,3,5,414,145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808,28.46534653,51.23762376,17.94554455
21842,2943,71,35,109,5225,2458,9,1,0,20,12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10887,27.03224029,47.9930192,22.57738587
21843,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,50
21849,534,16,2,20,1266,586,2,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2431,21.96626903,52.07733443,24.10530646
21850,493,18,5,22,1176,516,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2238,22.02859696,52.54691689,23.05630027
21851,2173,29,3,42,2165,1158,4,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5579,38.94963255,38.80623768,20.75640796
21853,3013,29,2,52,2033,1185,8,0,0,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6344,47.49369483,32.04602774,18.67906683
21856,254,2,0,4,268,146,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675,37.62962963,39.7037037,21.62962963
21861,106,7,0,4,362,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585,18.11965812,61.88034188,18.11965812
21862,22,0,0,0,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72,30.55555556,44.44444444,23.61111111
21863,1511,10,7,31,1567,693,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3824,39.51359833,40.97803347,18.12238494
21864,148,3,1,4,222,99,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,481,30.76923077,46.15384615,20.58212058
21865,125,3,0,1,171,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372,33.60215054,45.96774194,19.08602151
21866,4,0,0,1,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,10.81081081,81.08108108,5.405405405
21867,80,1,0,3,86,47,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,36.69724771,39.44954128,21.55963303
21869,251,1,1,3,308,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,36.91176471,45.29411765,16.76470588
21871,386,4,1,19,717,229,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,28.42415317,52.7982327,16.86303387
21872,173,7,1,9,313,122,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630,27.46031746,49.68253968,19.36507937
21874,357,16,5,14,836,422,3,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1658,21.53196622,50.42219542,25.45235223
21875,1872,31,6,53,2163,1332,7,0,0,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5477,34.17929523,39.49242286,24.31988315
21901,3738,106,31,134,6732,3575,18,1,0,12,18,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14369,26.01433642,46.85085949,24.87994989
21902,104,0,0,0,23,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,64.19753086,14.19753086,20.98765432
21903,1346,29,6,47,2030,1040,5,2,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513,29.82495014,44.98116552,23.044538
21904,1098,38,11,43,2846,1228,5,2,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5284,20.77971234,53.86071158,23.23996972
21911,1427,49,20,60,4932,1768,9,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8282,17.23013765,59.55083313,21.3475006
21912,240,11,4,2,481,224,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,24.81902792,49.74146846,23.16442606
21913,152,2,1,4,226,104,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,30.89430894,45.93495935,21.13821138
21914,124,2,1,6,286,139,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,22.18246869,51.1627907,24.86583184
21915,634,15,4,17,1175,532,2,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2385,26.58280922,49.26624738,22.30607966
21916,8,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,80,10,10
21917,363,12,7,18,1184,435,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,17.93478261,58.49802372,21.49209486
21918,567,22,5,23,1912,719,2,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,17.39263804,58.65030675,22.05521472
21919,645,22,11,14,1363,567,3,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2632,24.50607903,51.78571429,21.54255319
21920,41,4,0,0,71,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,27.33333333,47.33333333,22
21921,10610,231,74,261,14058,8553,48,4,0,47,47,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33935,31.26565493,41.42625608,25.2040666
21930,19,0,0,0,37,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,27.94117647,54.41176471,17.64705882
