zip,county,num_below_p50,pop2018,ec_zip,ec_se_zip,nbhd_ec_zip,ec_grp_mem_zip,ec_high_zip,ec_high_se_zip,nbhd_ec_high_zip,ec_grp_mem_high_zip,exposure_grp_mem_zip,exposure_grp_mem_high_zip,nbhd_exposure_zip,bias_grp_mem_zip,bias_grp_mem_high_zip,nbhd_bias_zip,nbhd_bias_high_zip,clustering_zip,support_ratio_zip,volunteering_rate_zip,civic_organizations_zip
20903,24031,4183.236158370972,26206,0.65719002,0.01657,0.49597001,0.77099001,1.2762901,0.024010001,1.2047,1.48684,0.93361998,1.37718,0.69222999,0.1742,-0.079630002,0.28353,-0.74032003,0.08202,0.76315999,0.02603,0.0071100001
20904,24031,5223.183147728443,57035,0.95897001,0.01494,1.2560199,1.27005,1.38349,0.015869999,1.51108,1.5699199,1.27606,1.4765199,1.28417,0.00471,-0.063259996,0.021919999,-0.17669,0.0854,0.81551999,0.041680001,0.01102
20905,24031,946.0585098266602,18123,1.08722,0.026249999,NA,1.48721,1.54817,0.01733,NA,1.68147,1.34612,1.56329,NA,-0.10481,-0.075599998,NA,NA,0.088789999,0.83964002,0.065289997,0.023739999
20906,24031,7119.936271190643,70174,0.83131999,0.01423,0.72149003,0.92264998,1.43878,0.015699999,1.39353,1.5785,1.1644599,1.45935,1.0635999,0.20766,-0.081649996,0.32166001,-0.31020001,0.084069997,0.84526002,0.042739999,0.0039499998
20910,24031,2949.003486633301,42868,1.1303,0.01539,1.22853,1.33899,1.5710599,0.01195,1.63006,1.66934,1.37052,1.5497299,1.4976799,0.023010001,-0.077179998,0.17972,-0.08839,0.083509997,0.69556999,0.097259998,0.04129
20912,24031,3693.657360076904,26239,0.84173,0.016279999,0.66009998,1.08854,1.52404,0.01705,1.39476,1.6579601,1.19036,1.53351,0.97463,0.085539997,-0.081160001,0.32271999,-0.43107,0.071869999,0.66926998,0.086929999,0.01918
21001,24025,2522.016360402107,24453,0.96878999,0.01298,0.81685001,1.0429699,1.33083,0.01349,1.20814,1.39206,1.1290801,1.27381,1.03767,0.07626,-0.092830002,0.2128,-0.16429,0.092139997,0.95082003,0.049139999,0.01155
21005,24025,759.37591552734375,2723,1.1009901,0.035220001,NA,1.15916,1.2882299,0.02493,NA,1.30962,1.09698,1.16056,NA,-0.05669,-0.12843999,NA,NA,0.079060003,0.60764998,0.066320002,0.042259999
21009,24025,1809.702620506287,29997,1.1842901,0.01419,1.39318,1.29632,1.53702,0.01051,1.58165,1.60326,1.27683,1.45021,1.37458,-0.01526,-0.10554,-0.01353,-0.15064,0.088210002,0.88299,0.065959997,0.00373
21012,24003,929.808126926422,21772,1.31835,0.02537,1.74793,1.48263,1.6487401,0.01197,1.85804,1.71575,1.4404401,1.57762,1.74102,-0.02929,-0.087559998,-0.00397,-0.067209996,0.087559998,0.90676999,0.08365,0.01519
21013,24005,99.7638339996338,4608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.079946347,0.81728095,0.092774682,0.017931096
21014,24025,1193.467334419489,35681,1.26314,0.01487,1.39635,1.3741699,1.6221,0.01014,1.64513,1.66544,1.3852299,1.50459,1.43369,0.0079899998,-0.10691,0.026040001,-0.14748999,0.090300001,0.921,0.085550003,0.01856
21015,24025,1075.09796898067,29192,1.28816,0.01584,1.44319,1.39704,1.59773,0.01098,1.6477,1.65767,1.36233,1.50504,1.46377,-0.02547,-0.10142,0.01406,-0.12565,0.087329999,0.88277,0.09048,0.00618
21017,24025,484.2799530029297,6597,1.07285,0.01888,1.25571,1.2066801,1.42844,0.015939999,1.37271,1.48014,1.17949,1.36018,1.17944,-0.023050001,-0.088200003,-0.064659998,-0.16387001,0.090920001,0.77397001,0.048980001,0.01005
21028,24025,94.93294429779051,3021,1.2798899,0.038139999,NA,NA,1.58592,0.02069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0911,0.75319999,0.10846,0.044259999
21029,24027,299.4356307983398,10595,1.48362,0.04541,NA,1.66436,1.72277,0.018139999,NA,1.7859401,1.60448,1.67044,NA,-0.037319999,-0.069150001,NA,NA,0.093529999,0.87686002,0.084490001,0.020470001
21030,24005,1355.380347251892,25637,0.89296001,0.016589999,0.86321998,0.99219,1.46998,0.01459,1.54501,1.59545,1.17702,1.48058,1.31339,0.15703,-0.077590004,0.34276,-0.17636,0.08935,0.82205999,0.044810001,0.0074800001
21032,24003,301.165311217308,8276,1.09848,0.03703,NA,1.34869,1.5724601,0.01627,NA,1.60779,1.34921,1.50545,NA,3.9e-4,-0.067979999,NA,NA,0.08439,0.84061998,0.070100002,0.025420001
21034,24025,320.4393956661224,3475,1.19346,0.029130001,NA,1.34039,1.48974,0.02001,NA,1.5488,1.33776,1.44565,NA,-0.0019700001,-0.071350001,NA,NA,0.094130002,0.84771001,0.10292,0.034729999
21035,24003,245.7093725204468,8423,1.23861,0.057629999,NA,NA,1.63607,0.01691,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09516,0.87365001,0.05686,0.033289999
21036,24027,38.62188529968262,2275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095035851,0.69533688,0.11623348,0.018593637
21037,24003,1127.798377990723,21524,1.16747,0.02616,1.57926,1.45347,1.58913,0.01279,1.80777,1.69008,1.47429,1.56607,1.70534,0.01412,-0.079180002,0.073930003,-0.060059998,0.093780003,0.95217001,0.078809999,0.01639
21040,24025,3187.109777927399,24424,0.85218,0.01127,0.68873,0.89867002,1.22387,0.01447,0.92842001,1.26451,0.99158001,1.18818,0.79747999,0.093699999,-0.064230002,0.13637,-0.16419999,0.085709997,0.93180001,0.039500002,0.0083400002
21042,24027,1036.481052398682,40980,1.47835,0.026729999,1.79962,1.62001,1.69025,0.01413,1.87062,1.77001,1.53106,1.64569,1.80231,-0.0581,-0.075539999,0.0014900001,-0.037900001,0.089249998,0.86225998,0.10441,0.018060001
21043,24027,2226.915082782507,46932,1.2593499,0.01935,1.61163,1.43863,1.5949,0.0144,1.7928801,1.71026,1.38762,1.5870399,1.66839,-0.036759999,-0.077639997,0.034019999,-0.074620001,0.090939999,0.84707999,0.07835,0.01723
21044,24027,2258.906759262085,44034,1.15777,0.01564,1.33468,1.3262,1.54138,0.01293,1.6643,1.65874,1.34065,1.53773,1.5714999,0.01078,-0.07869,0.1507,-0.059050001,0.090300001,0.82695001,0.087379999,0.025049999
21045,24027,2465.521667450666,39946,1.04044,0.016930001,1.3104,1.24125,1.4782701,0.01415,1.5908999,1.63282,1.3217,1.5157,1.54467,0.060860001,-0.077270001,0.15166999,-0.029929999,0.087140001,0.84486997,0.08907,0.01278
21046,24027,747.6537170410156,15988,1.15535,0.024320001,NA,1.33207,1.55424,0.01433,NA,1.6441801,1.29768,1.53747,NA,-0.0265,-0.069410004,NA,NA,0.089589998,0.76697999,0.092220001,0.04118
21047,24025,368.877215385437,12096,1.3638,0.025219999,1.67354,1.43571,1.66589,0.01242,1.75251,1.71444,1.42528,1.5466599,1.55225,-0.0073099998,-0.10848,-0.078139998,-0.12901001,0.088869996,0.89598,0.082110003,0.01232
21048,24013,461.1391878128052,10465,1.2188801,0.027009999,1.54898,1.37626,1.56524,0.01514,1.6993999,1.65089,1.3971,1.51431,1.51956,0.01492,-0.0902,-0.01936,-0.11835,0.093869999,0.85307002,0.083360001,0.01265
21050,24025,716.5427914857864,18586,1.35848,0.01818,1.48835,1.46658,1.61831,0.01139,1.6387100000000001,1.65315,1.41991,1.51735,1.49255,-0.032869998,-0.089500003,0.00281,-0.097929999,0.091420002,0.87921,0.09533,0.01653
21053,24005,127.8864917755127,3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.095158793,0.88215977,0.090508915,0.023293294
21054,24003,409.8076863288879,11009,1.24441,0.03119,NA,1.43012,1.56595,0.01456,NA,1.6384799,1.38729,1.4960001,NA,-0.03088,-0.095239997,NA,NA,0.08687,0.83231002,0.085660003,0.01124
21057,24005,122.0896669626236,4284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.086002223,0.71019745,0.086880244,0.025398055
21060,24003,2682.775131225586,34360,1.0502599,0.01113,0.73458999,1.08609,1.41444,0.01193,1.20996,1.46377,1.16416,1.3361,0.99804997,0.067060001,-0.095550001,0.26398,-0.21233,0.087480001,0.88129997,0.054499999,0.0062600002
21061,24003,5273.749463796616,54059,1.03749,0.0093999999,0.57929999,1.03866,1.35341,0.01311,0.81953001,1.4069,1.0914299,1.27407,0.70669001,0.048349999,-0.10426,0.18027,-0.15967,0.089960001,0.90869999,0.04524,0.0084100002
21074,24013,817.6991810798645,14872,1.2783999,0.018619999,1.31701,1.37775,1.5922101,0.01287,1.5599101,1.61048,1.41923,1.48475,1.39819,0.02923,-0.084679998,0.05807,-0.11566,0.09781,0.93943,0.1017,0.01189
21075,24027,1904.430179595947,32496,1.1217901,0.016030001,1.34311,1.30813,1.50164,0.01456,1.6522599,1.60921,1.3197401,1.50632,1.48712,0.0087900003,-0.068300001,0.096840002,-0.11105,0.091260001,0.81717002,0.062880002,0.00978
21076,24003,574.9278357625008,17204,1.12818,0.017340001,1.54574,1.30874,1.46003,0.01306,1.72965,1.5662,1.21798,1.4334,1.56295,-0.074519999,-0.092649996,0.01101,-0.10665,0.087180004,0.67887998,0.05618,0.0095499996
21078,24025,1571.306324958801,18097,1.0589401,0.01572,1.13228,1.1472501,1.44899,0.01371,1.41096,1.50573,1.20578,1.35,1.24061,0.04854,-0.11535,0.08732,-0.13731,0.091880001,0.94835001,0.070699997,0.020129999
21084,24025,293.8688135147095,7583,1.3655699,0.0261,1.5158401,1.46434,1.60811,0.01409,1.58497,1.65479,1.43375,1.517,1.48269,-0.021330001,-0.090829998,-0.022360001,-0.068980001,0.095490001,0.90002,0.12234,0.01835
21085,24025,1028.151556670666,16177,1.09694,0.01545,1.16676,1.19328,1.46523,0.01303,1.39867,1.48701,1.19989,1.36013,1.19573,0.00551,-0.093290001,0.024219999,-0.16972999,0.090099998,0.86939001,0.062619999,0.01506
21087,24005,222.055915594101,5407,1.2331001,0.04628,NA,1.46718,1.63004,0.01469,NA,1.69841,1.40205,1.5542099,NA,-0.04645,-0.092780001,NA,NA,0.087379999,0.86629999,0.091240004,0.032779999
21090,24003,561.737678527832,10494,1.08041,0.02039,1.5489,1.20496,1.44682,0.01575,1.67094,1.56297,1.18565,1.39791,1.38748,-0.016279999,-0.11807,-0.11634,-0.2043,0.091150001,0.86742997,0.086290002,0.015860001
