PRECINCT_CODE,COUNTY_CODE,LOCATION_NAME,RA_ADDRESS1,RA_CITY,RA_STATE,RA_ZIP,CONGRESSIONAL_DISTRICT_CODE,SENATORIAL_DISTRICT_CODE,LEGISLATIVE_DISTRICT_CODE,JUDICIAL_DISTRICT_CODE,APPELLATE_DISTRICT_CODE,IS_POLLING_PLACE
1001,4,"WOODLAWN HIGH SCHOOL, CAFE",1801 WOODLAWN DRIVE,BALTIMORE,MD,21207,7,44,44B,3,2,1
1002,4,"CHADWICK ELEMENTARY SCHOOL, GYM",1918 WINDER ROAD,BALTIMORE,MD,21244,2,10,10,3,2,1
1003,4,WOODBRIDGE ELEM - GYM,1410 PLEASANT VALLEY DRIVE,BALTIMORE,MD,21228,2,44,44B,3,2,1
1004,4,WOODBRIDGE ELEM - CAFETERIA,1410 PLEASANT VALLEY DRIVE,BALTIMORE,MD,21228,2,44,44B,3,2,1
1005,4,"JOHNNYCAKE ELEMENTARY SCHOOL, MULTI-PURPOSE",5910 CRAIGMONT ROAD,BALTIMORE,MD,21228,7,44,44B,3,2,1
1006,4,"EDMONDSON HEIGHTS ELEM SCH, GYM",1600 LANGFORD ROAD,BALTIMORE,MD,21207,7,44,44B,3,2,1
1007,4,WESTOWNE ELEM SCHOOL-CAFE,401 HARLEM LANE,BALTIMORE,MD,21228,7,44,44A,3,2,1
1008,4,WESTOWNE ELEM SCHOOL - GYM,401 HARLEM LANE,BALTIMORE,MD,21228,7,44,44A,3,2,1
1009,4,BANNEKER COMMUNITY CENTER - GYM,27 MAIN AVE,BALTIMORE,MD,21228,7,44,44A,3,2,1
1010,4,HILLCREST ELEMENTARY SCHOOL - CAFE,1500 FREDERICK RD,BALTIMORE,MD,21228,2,44,44B,3,2,1
1011,4,CATONSVILLE MIDDLE SCHOOL - GYM,2301 EDMONDSON AVE,BALTIMORE,MD,21228,2,10,10,3,2,1
1012,4,"CATONSVILLE MIDDLE SCHOOL, CAFE",2301 EDMONDSON AVENUE,BALTIMORE,MD,21228,2,10,10,3,2,1
1013,4,HILLCREST ELEM. SCHOOL-GYM,1500 FREDERICK ROAD,BALTIMORE,MD,21228,2,44,44B,3,2,1
1014,4,"CATONSVILLE HIGH SCHOOL, GYM",421 BLOOMSBURY AVENUE,BALTIMORE,MD,21228,2,10,10,3,2,1
1015,4,"WESTERN SCHOOL OF TECHNOLOGY, GYM",100 KENWOOD AVENUE,BALTIMORE,MD,21228,7,44,44B,3,2,1
1016,4,"CHARLESTOWN RETIREMENT COM, CONF.CNTR.",719 MAIDEN CHOICE LANE,BALTIMORE,MD,21228,7,44,44A,3,2,1
1017,4,DOGWOOD ELEMENTARY SCH - GYM,7215 DOGWOOD ROAD,BALTIMORE,MD,21244,2,10,10,3,2,1
1018,4,"CHADWICK ELEMENTARY SCHOOL, GYM",1918 WINDER ROAD,BALTIMORE,MD,21244,7,10,10,3,2,1
1019,4,HILLCREST ELEMENTARY SCHOOL - CAFE,1500 FREDERICK RD,BALTIMORE,MD,21228,7,44,44B,3,2,1
1020,4,BANNEKER COMMUNITY CENTER - GYM,27 MAIN AVE,BALTIMORE,MD,21228,2,44,44A,3,2,1
1021,4,"WOODLAWN HIGH SCHOOL, CAFE",1801 WOODLAWN DRIVE,BALTIMORE,MD,21207,7,44,44B,3,2,1
1022,4,"CATONSVILLE HIGH SCHOOL, GYM",421 BLOOMSBURY AVENUE,BALTIMORE,MD,21228,7,10,10,3,2,1
1023,4,"WESTERN SCHOOL OF TECHNOLOGY, GYM",100 KENWOOD AVENUE,BALTIMORE,MD,21228,7,44,44A,3,2,1
11001,4,CARROLL MANOR ELEMENTARY SCHOOL -  CAFE',4434 CARROLL MANOR RD,BALDWIN,MD,21013,1,42,42A,3,2,1
11002,4,JACKSONVILLE COMMUNITY CENTER - GYM,3605 B SWEET AIR RD,PHOENIX,MD,21131,1,7,07A,3,2,1
11003,4,KINGSVILLE ELEMENTARY SCHOOL - GYM,7300 SUNSHINE AVE,KINGSVILLE,MD,21087,1,7,07A,3,2,1
11004,4,VINCENT FARM ELEMENATRY SCHOOL-GYM,6019 EBENEZER ROAD,WHITE MARSH,MD,21162,1,7,07A,3,2,1
11005,4,CHAPEL HILL ELEMENTARY SCHOOL - MULTI PURPOSE,5200 E. JOPPA ROAD,PERRY HALL,MD,21128,1,7,07A,3,2,1
11006,4,GUNPOWDER ELEM SCH - CAFETERIA,9540 HOLIDAY MANOR ROAD,BALTIMORE,MD,21236,1,7,07A,3,2,1
11007,4,SEVEN OAKS ELEMENTARY SCHOOL - GYM,9220 SEVEN COURTS DRIVE,BALTIMORE,MD,21236,2,8,8,3,2,1
11008,4,SEVEN OAKS ELEM. SCHOOL - CAFE,9220 SEVEN COURTS DRIVE,BALTIMORE,MD,21236,2,7,07A,3,2,1
11009,4,CARNEY ELEMENTARY SCHOOL - GYM,3131 EAST JOPPA ROAD,BALTIMORE,MD,21234,2,8,8,3,2,1
11010,4,PERRY HALL MIDDLE SCHOOL - CAFETERIA,4300 EBENEZER ROAD,BALTIMORE,MD,21236,2,8,8,3,2,1
11011,4,PERRY HALL ELEMENTARY SCHOOL - GYM,9021 BELAIR ROAD,BALTIMORE,MD,21236,2,8,8,3,2,1
11012,4,PERRY HALL HIGH SCHOOL-CAFE,4601 EBENEZER ROAD,BALTIMORE,MD,21236,2,7,07A,3,2,1
11013,4,JOPPA VIEW ELEMENTARY SCHOOL - GYM,8727 HONEYGO BLVD,PERRY HALL,MD,21128,2,8,8,3,2,1
11014,4,PERRY HALL MIDDLE SCHOOL-AUDITORIUM,4300 EBENEZER RD,BALTIMORE,MD,21236,1,7,07A,3,2,1
11015,4,CARNEY ELEMENTARY SCHOOL - CAFE',3131 E JOPPA RD,BALTIMORE,MD,21234,2,7,07A,3,2,1
11016,4,PARKVILLE HIGH SCHOOL - B BUILDING CAFE,2600 PUTTY HILL AVE,BALTIMORE,MD,21234,2,8,8,3,2,1
11017,4,GUNPOWDER ELEM SCHOOL - GYM,9540 HOLIDAY MANOR ROAD,BALTIMORE,MD,21236,2,7,07A,3,2,1
11018,4,SEVEN OAKS ELEM. SCHOOL - CAFE,9220 SEVEN COURTS DRIVE,BALTIMORE,MD,21236,2,7,07A,3,2,1
11019,4,PERRY HALL HIGH SCHOOL-LIBR.,4601 EBENEZER RD,BALTIMORE,MD,21236,2,8,8,3,2,1
11021,4,CARNEY ELEMENTARY SCHOOL - CAFE',3131 E JOPPA RD,BALTIMORE,MD,21234,2,8,8,3,2,1
11022,4,CHAPEL HILL ELEMENTARY - CAFETERIA,5200 E. JOPPA ROAD,PERRY HALL,MD,21128,1,7,07A,3,2,1
11023,4,LONG GREEN BAPTIST CHURCH - FELLOWSHIP HALL,13010 MANOR RD,GLEN ARM,MD,21057,1,7,07A,3,2,1
11024,4,VINCENT FARM ELEMENATRY SCHOOL-GYM,6019 EBENEZER ROAD,WHITE MARSH,MD,21162,1,7,07A,3,2,1
11025,4,JOPPA VIEW ELEMENTARY SCHOOL - GYM,8727 HONEYGO BLVD,PERRY HALL,MD,21128,2,7,07A,3,2,1
11026,4,LONG GREEN BAPTIST CHURCH - FELLOWSHIP HALL,13010 MANOR RD,GLEN ARM,MD,21057,1,7,07A,3,2,1
12001,4,"HOLABIRD MIDDLE SCHOOL, GYM",1701 DELVALE AVENUE,BALTIMORE,MD,21222,7,6,6,3,2,1
12002,4,BERKSHIRE ELEMENTARY SCHOOL - GYM,7431 POPLAR AVENUE,BALTIMORE,MD,21224,7,6,6,3,2,1
12003,4,NORWOOD ELEMENTARY SCHOOL - GYM,1700 DELVALE AVENUE,BALTIMORE,MD,21222,7,6,6,3,2,1
12004,4,GEN JOHN STRICKER MID SCHOOL - CAFETERIA,7855 TRAPPE ROAD,BALTIMORE,MD,21222,7,6,6,3,2,1
12005,4,PATAPSCO HIGH SCHOOL - CAFETERIA,8100 WISE AVENUE,BALTIMORE,MD,21222,7,6,6,3,2,1
12006,4,SANDY PLAINS ELEMENTARY SCHOOL - CAFETERIA,8330 KAVANAGH ROAD,BALTIMORE,MD,21222,7,6,6,3,2,1
12007,4,GRANGE ELEMENTARY SCHOOL - MULTI PURPOSE,2000 CHURCH ROAD,BALTIMORE,MD,21222,7,6,6,3,2,1
12008,4,ATEAZE SENIOR CENTER - MULTI PURPOSE,7401 HOLABIRD AVENUE,BALTIMORE,MD,21222,7,6,6,3,2,1
12009,4,DUNDALK HIGH SCHOOL-CAFE,1901 DELVALE AVE,BALTIMORE,MD,21222,7,6,6,3,2,1
12010,4,DUNDALK ELEMENTARY SCHOOL-GYM,2717 PLAYFIELD ST,BALTIMORE,MD,21222,7,6,6,3,2,1
12011,4,DUNDALK MIDDLE SCHOOL-CAFE,7400 DUNMANWAY,BALTIMORE,MD,21222,7,6,6,3,2,1
12012,4,LOGAN ELEMENTARY SCHOOL - CAFETERIA,7601 DUNMANWAY,BALTIMORE,MD,21222,7,6,6,3,2,1
12013,4,FLEMING COMMUNITY CENTER - GYM,641 MAIN STREET,BALTIMORE,MD,21222,7,6,6,3,2,1
13001,4,MAIDEN CHOICE SCHOOL - GYM,4901 SHELBOURNE ROAD,BALTIMORE,MD,21227,7,44,44A,3,2,1
13002,4,ARBUTUS FIRE HALL-BINGO HALL,5200 SOUTHWESTERN BLVD,BALTIMORE,MD,21227,7,44,44B,3,2,1
13003,4,ARBUTUS MIDDLE SCHOOL-CAFE,5525 SHELBOURNE ROAD,BALTIMORE,MD,21227,7,44,44B,3,2,1
13004,4,RELAY ELEMENTARY SCHOOL - GYM,5885 SELFORD ROAD,BALTIMORE,MD,21227,7,10,10,3,2,1
13005,4,HALETHORPE ELEMENTARY SCHOOL - GYM,4300 MAPLE AVENUE,BALTIMORE,MD,21227,7,44,44B,3,2,1
13006,4,"LANSDOWNE ELEMENTARY SCHOOL, GYM",2301 ALMA ROAD,BALTIMORE,MD,21227,7,44,44A,3,2,1
13007,4,BALTIMORE HIGHLANDS ELEM SCHOOL - CAFE,4200 ANNAPOLIS ROAD,BALTIMORE,MD,21227,7,44,44A,3,2,1
13008,4,ENGLISH CONSUL VOL FIRE DEPT. - HALL,2827 MICHIGAN AVENUE,BALTIMORE,MD,21227,7,44,44A,3,2,1
13009,4,RIVERVIEW ELEMENTARY SCHOOL - MULTI PURPOSE ROOM,3298 KESSLER RD,BALTIMORE,MD,21227,7,44,44A,3,2,1
14001,4,PARKVILLE MIDDLE SCHOOL - AUDI LOBBY,8711 AVONDALE ROAD,BALTIMORE,MD,21234,2,8,8,3,2,1
14002,4,FULLERTON COMMUNITY CENTER - GYM,7209 BELAIR ROAD,BALTIMORE,MD,21206,2,8,8,3,2,1
14003,4,BOUMI TEMPLE - BALL ROOM A,5050 KING AVE,BALTIMORE,MD,21237,2,8,8,3,2,1
14004,4,FULLERTON COMMUNITY CENTER - GYM,7209 BELAIR ROAD,BALTIMORE,MD,21206,2,8,8,3,2,1
14005,4,ELMWOOD ELEMENTARY SCHOOL-GYM,531 DALE AVE,BALTIMORE,MD,21206,2,8,8,3,2,1
14006,4,FULLERTON ELEMENTARY SCHOOL-GYM,4400 FULLERTON AVENUE,BALTIMORE,MD,21236,2,8,8,3,2,1
14007,4,ELMWOOD ELEMENTARY SCHOOL-CAFE,531 DALE AVE,BALTIMORE,MD,21206,2,8,8,3,2,1
14008,4,MCCORMICK ELEMENTARY SCHOOL - GYM,5101 HAZELWOOD AVENUE,BALTIMORE,MD,21206,2,8,8,3,2,1
14009,4,SHADY SPRING ELEM -GYM,8868 GOLDENWOOD RD,BALTIMORE,MD,21237,2,8,8,3,2,1
14010,4,OVERLEA HIGH SCHOOL - GYM,5401 KENWOOD AVE,BALTIMORE,MD,21206,2,8,8,3,2,1
14011,4,OVERLEA HIGH SCHOOL - CAFE',5401 KENWOOD AVE,BALTIMORE,MD,21206,7,8,8,3,2,1
14012,4,PARKVILLE SENIOR CENTER - GYM,8601 HARFORD RD,BALTIMORE,MD,21234,2,8,8,3,2,1
14013,4,BOUMI TEMPLE - CLUB ROOM,5050 KING AVE,BALTIMORE,MD,21237,2,8,8,3,2,1
15001,4,COLGATE ELEMENTARY SCHOOL - CAFE,7735 GOUGH ST,BALTIMORE,MD,21224,7,6,6,3,2,1
15002,4,ROSEDALE SENIOR CENTER - MULTI PURPOSE,1208 NEIGHBORS AVE,BALTIMORE,MD,21237,2,6,6,3,2,1
15003,4,OREMS ELEMENTARY SCHOOL-GYM,711 HIGH VILLA ROAD,BALTIMORE,MD,21221,2,6,6,3,2,1
15004,4,MIDDLE RIVER MIDDLE SCHOOL-CAFE,800 MIDDLE RIVER ROAD,BALTIMORE,MD,21220,2,8,8,3,2,1
15005,4,MARTIN BLVD ELEMENTARY SCHOOL - GYM,210 RIVERTON RD,BALTIMORE,MD,21220,2,8,8,3,2,1
15006,4,OLIVER BEACH ELEM SCHOOL-GYM,12912 CUNNINGHILL COVE RD.,BALTIMORE,MD,21220,1,7,07A,3,2,1
15007,4,CHASE ELEMENTARY SCHOOL-GYM,11701 EASTERN AVENUE,BALTIMORE,MD,21220,2,7,07A,3,2,1
15008,4,"SENECA ELEMENTARY SCHOOL, GYM",545 CARROLLWOOD ROAD,BALTIMORE,MD,21220,2,7,07A,3,2,1
15009,4,HAWTHORNE ELEMENTARY SCHOOL - GYM,125 KINGSTON RD,BALTIMORE,MD,21220,2,7,07A,3,2,1
15010,4,HAWTHORNE ELEMENTARY SCHOOL - GYM,125 KINGSTON RD,BALTIMORE,MD,21220,2,6,6,3,2,1
15011,4,MIDDLESEX ELEMENTARY SCHOOL-GYM,142 BENNETT ROAD,BALTIMORE,MD,21221,2,6,6,3,2,1
15012,4,ESSEX CO-OP COMMUNITY CENTER,1000 FRANKLIN AVENUE,BALTIMORE,MD,21221,2,6,6,3,2,1
15013,4,EASTERN TECHNICAL HIGH SCHOOL-CAFE,1100 MACE AVE,BALTIMORE,MD,21221,2,6,6,3,2,1
15014,4,ESSEX ELEMENTARY SCHOOL-GYM,100 MACE AVENUE,BALTIMORE,MD,21221,2,6,6,3,2,1
15015,4,SUSSEX ELEMENTARY SCHOOL-GYM,515 SOUTH WOODWARD DRIVE,BALTIMORE,MD,21221,2,6,6,3,2,1
15016,4,DEEP CREEK ELEMENTARY SCHOOL-MULTI  PURPOSE,1101 EAST HOMBERG AVENUE,BALTIMORE,MD,21221,2,6,6,3,2,1
15017,4,DEEP CREEK MIDDLE SCHOOL-GYM,1000 SOUTH MARLYN AVENUE,BALTIMORE,MD,21221,2,6,6,3,2,1
15018,4,MIDDLEBOROUGH ELEM SCHOOL-GYM,313 WEST ROAD,BALTIMORE,MD,21221,2,6,6,3,2,1
15019,4,CHESAPEAKE HIGH SCHOOL-CAFE,1801 TURKEY POINT ROAD,BALTIMORE,MD,21221,2,6,6,3,2,1
15020,4,BATTLE GROVE ELEMENTARY SCHOOL-GYM,7828 ST PATRICIA LANE,BALTIMORE,MD,21222,7,6,6,3,2,1
15021,4,EDGEMERE ELEMENTARY SCHOOL-GYM,7201 NORTH POINT ROAD,BALTIMORE,MD,21219,7,6,6,3,2,1
15022,4,CHESAPEAKE TERR ELEM SCHOOL-CAFE,2112 LODGE FARM ROAD,BALTIMORE,MD,21219,7,6,6,3,2,1
15023,4,SANDALWOOD ELEMENTARY SCHOOL-CAFE,900 S. MARLYN AVE,BALTIMORE,MD,21221,2,6,6,3,2,1
15024,4,STEMBRIDGE COMMUNITY CENTER - CONFRENCE RM,99 STEMMERS RUN RD,BALTIMORE,MD,21221,2,6,6,3,2,1
15025,4,VINCENT FARM ELEMENTARY SCHOOL - CAFE',6019 EBENEZER RD,WHITE MARSH,MD,21162,1,7,07A,3,2,1
15026,4,SENECA ELEMENTARY SCHOOL - CAFETERIA,545 CARROLLWOOD RD,BALTIMORE,MD,21220,2,7,07A,3,2,1
2001,4,POWHATAN ELEM SCHOOL - GYM,3300 KELOX RD,BALTIMORE,MD,21207,7,44,44B,3,2,1
2002,4,POWHATAN ELEM SCHOOL - CAF,3300 KELOX RD,BALTIMORE,MD,21207,7,44,44B,3,2,1
2003,4,HEBBVILLE ELEMENTARY SCHOOL - MULT PURP,3335 WASHINGTON AVE,BALTIMORE,MD,21244,2,44,44B,3,2,1
2004,4,"WOODMOOR ELEMENTARY SCHOOL, MULTI-PURPOSE",3200 ELBA DRIVE,BALTIMORE,MD,21207,7,44,44B,3,2,1
2005,4,HEBBVILLE ELEMENTARY SCHOOL - MULT PURP,3335 WASHINGTON AVE,BALTIMORE,MD,21244,7,44,44B,3,2,1
2006,4,MILFORD MILL ACADEMY - GYM,3800 WASHINGTON AVENUE,BALTIMORE,MD,21244,7,44,44B,3,2,1
2007,4,NORTHWEST ACADEMY OF HEALTH SCIENCES - GYM,4627 OLD COURT RD,BALTIMORE,MD,21208,7,44,44B,3,2,1
2008,4,"WINAND ELEMENTARY SCHOOL, CAFE",8301 SCOTTS LEVEL ROAD,BALTIMORE,MD,21208,2,11,11B,3,2,1
2009,4,"SCOTTS BRANCH ELEM SCHOOL, GYM",8220 TAWNMOORE ROAD,BALTIMORE,MD,21244,7,10,10,3,2,1
2010,4,WINFIELD ELEMENTARY SCHOOL-GYM,8300 CARLSON LANE,BALTIMORE,MD,21244,7,10,10,3,2,1
2011,4,WINDSOR MILL MIDDLE - GYM,8300 WINDSOR MILL RD,BALTIMORE,MD,21244,2,10,10,3,2,1
2012,4,"LIBERTY SENIOR CENTER, MULTI-PURPOSE RM",3525 RESOURCE DRIVE,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2013,4,CHURCH LANE ELEM/TECH -SCHOOL- MULTI-PURP,3820 FERNSIDE ROAD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2014,4,CHURCH LANE ELEM/TECH SCHOOL-CAFE,3820 FERNSIDE ROAD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2015,4,DEER PARK ELEM SCHOOL-CAFE,9809 LYONS MILL ROAD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
2016,4,RANDALLSTOWN HIGH SCHOOL-GYM,4000 OFFUTT ROAD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2017,4,RANDALLSTOWN HIGH SCHOOL - CAF,4000 OFFUTT ROAD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2018,4,HERNWOOD ELEM SCHOOL - CAF,9919 MARRIOTTSVILLE RD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2019,4,GRANITE PRESBYTERIAN CHURCH- SOCIAL HALL,10637 OLD COURT RD,WOODSTOCK,MD,21163,2,10,10,3,2,1
2020,4,DEER PARK MID/MAG SCHOOL - GYM,9830 WINANDS RD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2021,4,WARDS CHAPEL METHODIST CHURCH-FELLOWSHIP HALL,11023 LIBERTY ROAD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2022,4,FEATHERBED LANE ELEMENTARY SCHOOL - GYM,6700 RICHARDSON RD,BALTIMORE,MD,21207,7,44,44B,3,2,1
2023,4,NORTHWEST ACADEMY OF HEALTH SCIENCES - GYM,4627 OLD COURT RD,BALTIMORE,MD,21208,7,11,11B,3,2,1
2024,4,DEER PARK MID/MAG SCHOOL - GYM,9830 WINANDS RD,RANDALLSTOWN,MD,21133,2,10,10,3,2,1
2025,4,NORTH OAKS RETIREMENT CENTER-WILSON HALL,725 MT WILSON LA,BALTIMORE,MD,21208,2,11,11A,3,2,1
2026,4,NEW TOWN ELEM SCHOOL - GYM,4924 NEW TOWN BLVD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
2027,4,DEER PARK ELEM SCHOOL - GYM,9809 LYONS MILL RD,OWINGS MILLS,MD,21117,2,10,10,3,2,1
2028,4,NORTHWEST ACADEMY OF HEALTH SCIENCES - GYM,4627 OLD COURT RD,BALTIMORE,MD,21208,7,10,10,3,2,1
2029,4,NEW TOWN HIGH SCHOOL - CAF,4931 NEW TOWN BLVD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
2030,4,WINDSOR MILL MIDDLE - GYM,8300 WINDSOR MILL RD,BALTIMORE,MD,21244,2,10,10,3,2,1
3001,4,"CAMPFIELD EARLY LEARNING CENTER, GYM",6834 ALTER STREET,BALTIMORE,MD,21207,7,44,44B,3,2,1
3002,4,MILBROOK ELEMENTARY SCHOOL-CAFE,4300 CREST HEIGHTS ROAD,BALTIMORE,MD,21215,2,11,11B,3,2,1
3003,4,SUDBROOK MAGNET MIDDLE SCHOOL-CAFE,4300 BEDFORD ROAD,BALTIMORE,MD,21208,7,44,44B,3,2,1
3004,4,BEDFORD ELEMENTARY SCHOOL-GYM,7407 DORMAN DRIVE,BALTIMORE,MD,21208,7,11,11B,3,2,1
3005,4,PIKESVILLE MIDDLE SCHOOL-GYM,7701 SEVEN MILE LANE,BALTIMORE,MD,21208,2,11,11B,3,2,1
3006,4,PIKESVILLE MIDDLE SCHOOL-CAFE,7701 SEVEN MILE LANE,BALTIMORE,MD,21208,2,11,11B,3,2,1
3007,4,PIKESVILLE HIGH SCHOOL-CAFE,7621 LABYRINTH ROAD,BALTIMORE,MD,21208,2,11,11B,3,2,1
3008,4,SUMMIT PARK ELEM SCHOOL - CAF,6920 DIANA ROAD,BALTIMORE,MD,21209,2,11,11B,3,2,1
3009,4,SUMMIT PARK ELEM SCHOOL - GYM,6920 DIANA ROAD,BALTIMORE,MD,21209,2,11,11B,3,2,1
3010,4,FORT GARRISON ELEM - MULTI RM,3310 WOODVALLEY DRIVE,BALTIMORE,MD,21208,2,11,11B,3,2,1
3011,4,WOODHOLME ELEMENTARY SCHOOL-GYM,300 MOUNT WILSON LANE,BALTIMORE,MD,21208,2,11,11B,3,2,1
3012,4,ST THOMAS EPISCOPAL CHURCH - HALL,232 ST THOMAS LANE,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
3013,4,FORT GARRISON ELEM SCH - CAFE,3310 WOODVALLEY DRIVE,BALTIMORE,MD,21208,2,11,11B,3,2,1
3014,4,WOODHOLME ELEM-REC COUNCIL RM,300 MOUNT WILSON LANE,BALTIMORE,MD,21208,2,11,11B,3,2,1
4001,4,OWINGS MILLS HIGH SCHOOL- GYM,124 TOLLGATE RD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
4002,4,TIMBER GROVE ELEMENTARY SCHOOL-CAFE,701 ACADEMY AVENUE,OWINGS MILLS,MD,21117,2,10,10,3,2,1
4003,4,OWINGS MILLS HIGH SCHOOL-SENIOR CAFE,124 TOLLGATE ROAD,OWINGS MILLS,MD,21117,2,11,11B,3,2,1
4004,4,GLYNDON ELEMENTARY SCHOOL-CAF,445 GLYNDON DRIVE,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4005,4,GLYNDON ELEMENTARY SCHOOL-GYM,445 GLYNDON DR,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4006,4,REISTERSTOWN ELEMENTARY SCHOOL-GYM,223 WALGROVE ROAD,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4007,4,FRANKLIN MIDDLE SCHOOL-ANNEX CAFE,10 COCKEYSMILL ROAD,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4008,4,CHATSWORTH SCHOOL-CAFE,222 NEW AVENUE,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4009,4,UPPERCO VOLUNTEER FIRE DEPT - HALL,16020 CARNIVAL AVE,UPPERCO,MD,21155,2,10,10,3,2,1
4010,4,FRANKLIN ELEM SCHOOL - GYM,33 COCKEYSMILL ROAD,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4011,4,BUTLER VOL FIRE COMPANY-HALL,15019 FALLS ROAD,BUTLER,MD,21023,2,10,10,3,2,1
4012,4,CEDARMERE ELEM SCHOOL-CAFE,17 NICODEMUS ROAD,REISTERSTOWN,MD,21136,2,10,10,3,2,1
4013,4,CHESTNUT RIDGE VOL FIRE CO-MEETING ROOM,12020 GREENSPRING AVE,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
4014,4,OWINGS MILLS VFW POST 521,214 TOLLGATE RD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
4015,4,OWINGS MILLS HIGH SCHOOL-SENIOR CAFE,124 TOLLGATE ROAD,OWINGS MILLS,MD,21117,2,11,11A,3,2,1
4016,4,UPPERCO VOLUNTEER FIRE DEPT - HALL,16020 CARNIVAL AVE,UPPERCO,MD,21155,2,42,42A,3,2,1
5001,4,FIFTH DISTRICT ELEM SCHOOL-GYM,3725 MOUNT CARMEL ROAD,UPPERCO,MD,21155,2,42,42A,3,2,1
6001,4,PRETTYBOY ELEMENTARY SCHOOL-CAFETERIA,19810 MIDDLETOWN ROAD,FREELAND,MD,21053,2,42,42A,3,2,1
6002,4,PRETTYBOY ELEMENTARY SCHOOL - GYM,19810 MIDDLETOWN RD,FREELAND,MD,21053,2,42,42A,3,2,1
7001,4,SEVENTH DISTRICT ELEM SCHOOL-GYM,20300 YORK ROAD,PARKTON,MD,21120,1,42,42A,3,2,1
7002,4,PARKTON AMERICAN LEGION POST #256 - SOCIAL HALL,19520 YORK ROAD,PARKTON,MD,21120,1,42,42A,3,2,1
7003,4,HEREFORD HIGH SCHOOL - CAFETERIA,17301 YORK ROAD,PARKTON,MD,21120,2,42,42A,3,2,1
8001,4,"SPARKS ELEMENTARY SCHOOL, CAFETERIA",601 BELFAST ROAD,SPARKS/GLENCOE,MD,21152,2,42,42A,3,2,1
8002,4,MAYS CHAPEL ELEMENTARY SCHOOL-GYM,12250 ROUNDWOOD RD,LUTH/TIMONIUM,MD,21093,2,11,11B,3,2,1
8003,4,WARREN ELEMENTARY - CAFETERIA,900 BOSLEY ROAD,COCKEYSVILLE,MD,21030,2,42,42B,3,2,1
8004,4,WARREN ELEMENTARY - GYM,900 BOSLEY ROAD,COCKEYSVILLE,MD,21030,2,42,42B,3,2,1
8005,4,DULANEY HIGH SCHOOL - GYM,255 PADONIA ROAD,LUTH/TIMONIUM,MD,21093,2,42,42A,3,2,1
8006,4,COCKEYSVILLE COMMUNITY CENTER-GYM,9836 GREENSIDE DR,COCKEYSVILLE,MD,21030,2,42,42B,3,2,1
8007,4,COCKEYSVILLE MIDDLE SCHOOL - CAFE,10401 GREENSIDE DR,COCKEYSVILLE,MD,21030,2,11,11B,3,2,1
8008,4,CENTER FOR MD AGRICULTURE AND FARM PARK,1114 SHAWAN RD,COCKEYSVILLE,MD,21030,2,11,11B,3,2,1
8009,4,GRACE ENG EVANG LUTH CHURCH-HALL,8601 VALLEYFIELD ROAD,LUTH/TIMONIUM,MD,21093,2,11,11B,3,2,1
8010,4,PINEWOOD ELEM SCH - CAFETERIA,200 RICKSWOOD ROAD,LUTH/TIMONIUM,MD,21093,2,11,11B,3,2,1
8011,4,PADONIA INTL. ELEM. SCHOOL - CAFE,9834 GREENSIDE DRIVE,COCKEYSVILLE,MD,21030,2,42,42B,3,2,1
8012,4,POT SPRING ELEMENTARY SCHOOL - CAFE,2410 SPRINGLAKE DRIVE,LUTH/TIMONIUM,MD,21093,2,42,42B,3,2,1
8013,4,TIMONIUM ELEMENTARY SCHOOL - GYM,2001 EASTRIDGE ROAD,LUTH/TIMONIUM,MD,21093,2,42,42B,3,2,1
8014,4,RIDGELY MIDDLE SCHOOL - CAFE,121 RIDGELY RD,LUTH/TIMONIUM,MD,21093,2,42,42B,3,2,1
8015,4,OREGON RIDGE - SENECA ROOM,13401 BEAVER DAM RD,COCKEYSVILLE,MD,21030,2,10,10,3,2,1
8016,4,LUTHERVILLE LABORATORY SCHOOL-CAFE,1700 YORK ROAD,LUTH/TIMONIUM,MD,21093,2,11,11B,3,2,1
8017,4,RIDERWOOD ELEMENTARY SCHOOL-GYM,1711 LANDRAKE ROAD,BALTIMORE,MD,21204,2,11,11B,3,2,1
